gene_id,gene_name,gc_content
ENSG00000254275.6,LINC00824,38.95
ENSG00000222755.1,RN7SKP206,49.83
ENSG00000263763.1,MIR3686,39.53
ENSG00000224110.3,MTRF1LP2,42.36
ENSG00000147697.9,GSDMC,39.27
ENSG00000253043.1,RNU7-181P,36.49
ENSG00000264653.1,MIR5194,45
ENSG00000153317.15,ASAP1,42.15
ENSG00000200304.1,RNU6-1255P,40.18
ENSG00000280543.1,ASAP1-IT2,45
ENSG00000155897.10,ADCY8,40.42
ENSG00000252158.1,SNORA72,31.91
ENSG00000132294.15,EFR3A,35.32
ENSG00000253117.5,OC90,45.22
ENSG00000184156.17,KCNQ3,43.58
ENSG00000253521.2,HPYR1,42.44
ENSG00000165071.15,TMEM71,40.01
ENSG00000129292.21,PHF20L1,34.77
ENSG00000042832.12,TG,45.9
ENSG00000155926.14,SLA,46.54
ENSG00000276961.1,MIR7848,59.41
ENSG00000287736.1,PTCSC1,48.67
ENSG00000104415.14,CCN4,48.12
ENSG00000104419.17,NDRG1,50.32
ENSG00000225259.4,ST13P6,46.73
ENSG00000008513.16,ST3GAL1,49.4
ENSG00000276193.1,Metazoa_SRP,52.84
ENSG00000253970.1,MTND2P7,37.5
ENSG00000253916.1,MTCO1P49,44.51
ENSG00000066827.16,ZFAT,44.79
ENSG00000248492.1,ZFAT-AS1,41.66
ENSG00000207582.1,MIR30B,43.18
ENSG00000199153.1,MIR30D,45.71
ENSG00000253433.1,NCRNA00250,40.14
ENSG00000244413.1,RPL23AP56,43.71
ENSG00000254083.6,LINC01591,41.69
ENSG00000253915.1,MAPRE1P1,46.05
ENSG00000199652.2,RNU1-35P,37.91
ENSG00000206678.1,RNU6-144P,42.06
ENSG00000274572.1,ZYXP1,56.78
ENSG00000147724.12,FAM135B,42.34
ENSG00000169436.17,COL22A1,46.51
ENSG00000169427.8,KCNK9,52.02
ENSG00000167632.18,TRAPPC9,47.53
ENSG00000250733.6,C8orf17,49.91
ENSG00000104472.10,CHRAC1,47.59
ENSG00000123908.12,AGO2,51.18
ENSG00000280303.2,ERICD,52.92
ENSG00000254324.3,MIR151A,52.22
ENSG00000252864.1,RNA5SP278,51.96
ENSG00000105339.11,DENND3,51.59
ENSG00000022567.10,SLC45A4,52.64
ENSG00000253595.6,LINC01300,60
ENSG00000204882.4,GPR20,61.69
ENSG00000253605.1,HNRNPA1P38,48.17
ENSG00000221768.2,MIR1302-7,31.94
ENSG00000265247.1,MIR4472-1,56.25
ENSG00000254008.1,LINC00051,56.48
ENSG00000171045.16,TSNARE1,55.69
ENSG00000253602.2,RN7SL260P,58.87
ENSG00000232722.3,MROH4P,62.43
ENSG00000198576.4,ARC,66.77
ENSG00000234616.9,JRK,56.58
ENSG00000167653.5,PSCA,56.09
ENSG00000160886.13,LY6K,54.4
ENSG00000130193.8,THEM6,52.79
ENSG00000126233.2,SLURP1,63.65
ENSG00000197353.4,LYPD2,65.04
ENSG00000284505.1,LYNX1-SLURP2,62.31
ENSG00000283992.2,SLURP2,60.46
ENSG00000180155.20,LYNX1,64.18
ENSG00000167656.5,LY6D,61.7
ENSG00000104499.7,GML,45.53
ENSG00000253421.1,ZNHIT1P1,56.31
ENSG00000160882.13,CYP11B1,58.36
ENSG00000179142.2,CYP11B2,59.89
ENSG00000253971.1,CDC42P3,41.39
ENSG00000160932.11,LY6E,63.58
ENSG00000250115.2,AK3P2,47.42
ENSG00000176956.13,LY6H,69.94
ENSG00000277494.2,GPIHBP1,63.39
ENSG00000181638.20,ZFP41,57.2
ENSG00000250571.7,GLI4,64.03
ENSG00000185730.8,ZNF696,56.65
ENSG00000184428.13,TOP1MT,54.3
ENSG00000212221.1,RNU6-220P,47.66
ENSG00000254389.3,RHPN1-AS1,56.05
ENSG00000158106.14,RHPN1,64.97
ENSG00000254338.1,MAFA-AS1,56.59
ENSG00000182759.4,MAFA,65.54
ENSG00000014164.7,ZC3H3,58.38
ENSG00000275558.1,RN7SKP175,54.33
ENSG00000104518.11,GSDMD,62.14
ENSG00000204839.9,MROH6,67.04
ENSG00000147813.16,NAPRT,67.89
ENSG00000179886.6,TIGD5,64.52
ENSG00000104524.14,PYCR3,60.13
ENSG00000104522.16,GFUS,65.11
ENSG00000183309.12,ZNF623,47.93
ENSG00000181135.16,ZNF707,56.38
ENSG00000181097.5,LINC02878,58.05
ENSG00000255181.3,CCDC166,71.89
ENSG00000181085.15,MAPK15,64.81
ENSG00000180921.7,FAM83H,64.47
ENSG00000265660.1,MIR4664,66.2
ENSG00000203499.12,IQANK1,49.91
ENSG00000180900.20,SCRIB,62.82
ENSG00000284224.1,MIR937,69.77
ENSG00000185189.18,NRBP2,61.09
ENSG00000284142.1,MIR6845,67.21
ENSG00000261150.3,EPPK1,67.43
ENSG00000207574.1,MIR661,69.66
ENSG00000178685.14,PARP10,54.62
ENSG00000178719.17,GRINA,66.67
ENSG00000186583.12,SPATC1,51.34
ENSG00000178814.17,OPLAH,65.95
ENSG00000277888.1,MIR6846,63.33
ENSG00000178896.9,EXOSC4,58.67
ENSG00000284200.1,MIR6847,59.42
ENSG00000179091.5,CYC1,63.29
ENSG00000179526.17,SHARPIN,60.75
ENSG00000179632.10,MAF1,63.31
ENSG00000179698.14,WDR97,63.49
ENSG00000235173.7,HGH1,64.55
ENSG00000227473.1,TSSK5P,62.83
ENSG00000261236.8,BOP1,62.31
ENSG00000284054.1,MIR7112,64.62
ENSG00000260428.3,SCX,68.16
ENSG00000185122.11,HSF1,56.87
ENSG00000185000.12,DGAT1,63.02
ENSG00000284229.1,MIR6848,67.14
ENSG00000261678.3,SCRT1,66.53
ENSG00000185803.12,SLC52A2,60.43
ENSG00000182325.11,FBXL6,66.45
ENSG00000173137.12,ADCK5,57.52
ENSG00000071894.17,CPSF1,59.96
ENSG00000284310.1,MIR939,74.39
ENSG00000284139.1,MIR1234,76.25
ENSG00000283770.1,MIR6849,63.77
ENSG00000147804.10,SLC39A4,61.95
ENSG00000160948.14,VPS28,63.23
ENSG00000276598.1,MIR6893,68.12
ENSG00000232600.3,TONSL-AS1,61.56
ENSG00000167702.13,KIFC2,63.6
ENSG00000160973.8,FOXH1,65.55
ENSG00000167701.14,GPT,68.44
ENSG00000167700.9,MFSD3,66.98
ENSG00000160959.8,LRRC14,63.18
ENSG00000254402.7,LRRC24,63.09
ENSG00000213563.7,C8orf82,67.88
ENSG00000274772.1,Metazoa_SRP,49.66
ENSG00000198169.9,ZNF251,47.51
ENSG00000196378.13,ZNF34,49.13
ENSG00000244307.3,RN7SL395P,54.3
ENSG00000161016.18,RPL8,60.89
ENSG00000283764.1,MIR6850,78.69
ENSG00000170619.10,COMMD5,53.13
ENSG00000196150.14,ZNF250,47.13
ENSG00000170631.15,ZNF16,47.4
ENSG00000254618.1,TMED10P1,47.18
ENSG00000255559.1,ZNF252P-AS1,48.67
ENSG00000182307.14,C8orf33,46.22
ENSG00000236875.3,DDX11L5,58.97
ENSG00000227518.5,MIR1302-9HG,47.33
ENSG00000283921.1,MIR1302-9,31.16
ENSG00000218839.5,FAM138C,48.02
ENSG00000231808.2,LINC01388,62.38
ENSG00000183784.7,DOCK8-AS1,50.49
ENSG00000235330.2,RPL12P25,45.85
ENSG00000202172.1,RNU6-1327P,40
ENSG00000229875.1,EIF1P1,42.23
ENSG00000137090.12,DMRT1,43.16
ENSG00000064218.5,DMRT3,44.36
ENSG00000252991.1,RNU6-1073P,44.34
ENSG00000228783.1,H3P29,50.49
ENSG00000281769.1,LINC01230,55.49
ENSG00000236594.2,RPS27AP14,38.55
ENSG00000202383.1,RNA5SP279,50.43
ENSG00000222973.1,RNU2-25P,46.6
ENSG00000264615.2,RN7SL592P,53.38
ENSG00000168263.9,KCNV2,41.9
ENSG00000080608.10,PUM3,39.59
ENSG00000236496.2,GPS2P1,53.75
ENSG00000229184.2,ATP5PDP2,42.89
ENSG00000236511.2,LINC01231,42.16
ENSG00000237009.2,GLIS3-AS1,38.05
ENSG00000200941.1,RNU6-694P,35.37
ENSG00000106688.12,SLC1A1,42.11
ENSG00000205808.7,PLPP6,47.66
ENSG00000106993.12,CDC37L1,36.8
ENSG00000147853.17,AK3,41.46
ENSG00000270639.1,ECM1P1,52.85
ENSG00000120158.12,RCL1,42.81
ENSG00000233186.2,KLF4P1,60.08
ENSG00000199065.3,MIR101-2,40.51
ENSG00000220937.3,HNRNPA1P41,47.77
ENSG00000096968.14,JAK2,37.57
ENSG00000234534.1,CSNK1G2P1,59.14
ENSG00000182347.10,PDSS1P1,42.37
ENSG00000227730.2,MTND6P5,36.91
ENSG00000228166.1,MTND1P11,40.18
ENSG00000224083.1,MTCO1P11,40.71
ENSG00000235917.1,MTCO2P11,42.23
ENSG00000228097.1,MTATP6P11,36.72
ENSG00000237711.1,MTCO3P11,41.21
ENSG00000236254.1,MTND4P14,37.81
ENSG00000230225.1,MTND5P14,39.86
ENSG00000236567.2,TCF3P1,65.51
ENSG00000254017.1,IGHEP2,58.6
ENSG00000120210.8,INSL6,37.6
ENSG00000120211.4,INSL4,39.94
ENSG00000107014.9,RLN2,39.23
ENSG00000214195.4,HMGN2P31,48.72
ENSG00000107018.8,RLN1,38.95
ENSG00000107020.10,PLGRKT,39.9
ENSG00000214190.2,RNF152P1,59.27
ENSG00000120217.14,CD274,38.15
ENSG00000197646.8,PDCD1LG2,40.55
ENSG00000107036.12,RIC1,37.47
ENSG00000223621.1,AK4P4,45.82
ENSG00000183354.12,KIAA2026,37.76
ENSG00000120215.10,MLANA,41.47
ENSG00000263575.1,MIR4665,77.22
ENSG00000137040.10,RANBP6,38.99
ENSG00000237274.2,GTF3AP1,43.5
ENSG00000233846.2,SELENOTP1,43.53
ENSG00000147854.17,UHRF2,38.99
ENSG00000178445.10,GLDC,44.29
ENSG00000264530.2,RN7SL25P,55.77
ENSG00000206147.5,RPL23AP57,48.71
ENSG00000266863.2,RN7SL123P,51.71
ENSG00000229057.1,RPS3AP54,45.65
ENSG00000231381.2,RNF2P1,40.59
ENSG00000232946.1,RPL35AP20,45.32
ENSG00000229611.2,LINC02851,49.62
ENSG00000107077.19,KDM4C,40.37
ENSG00000231108.2,PRELID3BP11,39.67
ENSG00000256968.1,SNRPEP2,40.86
ENSG00000230581.2,ACTG1P14,57.31
ENSG00000230207.1,RPL4P5,49.84
ENSG00000178654.11,PPIAP33,49.37
ENSG00000137038.8,DMAC1,38.15
ENSG00000239102.1,RNU7-185P,40
ENSG00000212829.8,RPS26P3,52.3
ENSG00000265735.2,RN7SL5P,57.63
ENSG00000230589.1,IMP3P1,50.45
ENSG00000234146.1,AKAP8P1,53.45
ENSG00000231491.2,JKAMPP1,38.08
ENSG00000222581.1,RNU2-47P,36.02
ENSG00000107165.13,TYRP1,34.54
ENSG00000235448.3,LURAP1L-AS1,35.56
ENSG00000243115.3,RN7SL849P,50.51
ENSG00000153714.6,LURAP1L,36.72
ENSG00000222658.1,Y_RNA,37.11
ENSG00000214121.4,PRDX1P1,45.64
ENSG00000107186.17,MPDZ,35.84
ENSG00000270547.6,LINC01235,37.93
ENSG00000205636.3,LINC00583,37.7
ENSG00000229268.1,PES1P2,53.49
ENSG00000223568.1,RPL3P11,49.91
ENSG00000213954.3,ATP5PDP3,43.21
ENSG00000229029.2,CDCA4P1,47.92
ENSG00000175893.12,ZDHHC21,35.16
ENSG00000147869.5,CER1,40.2
ENSG00000164946.20,FREM1,39.43
ENSG00000199814.1,RNU6-1260P,42.06
ENSG00000214110.3,LDHAP4,44.69
ENSG00000234297.2,PSIP1P1,41.16
ENSG00000251960.1,RNU6-559P,36.73
ENSG00000155158.20,TTC39B,40.09
ENSG00000215236.3,RPL7P33,41.78
ENSG00000251834.1,RNU6-319P,32.41
ENSG00000164985.15,PSIP1,37.86
ENSG00000240613.3,RN7SL98P,51.33
ENSG00000213362.3,FTH1P12,49.55
ENSG00000207433.1,RNU6-246P,41.12
ENSG00000164989.17,CCDC171,37.42
ENSG00000231376.1,HMGN2P16,50.96
ENSG00000207360.1,RNU6-14P,46.23
ENSG00000205549.10,C9orf92,44.36
ENSG00000234779.1,BNC2-AS1,61.04
ENSG00000233551.2,LSM1P1,44.69
ENSG00000241152.3,RN7SL720P,55.92
ENSG00000226470.1,RPS29P33,48.63
ENSG00000044459.15,CNTLN,36.43
ENSG00000224488.1,SAMM50P1,42.74
ENSG00000107295.10,SH3GL2,38.98
ENSG00000228810.1,PABPC1P11,41.89
ENSG00000264638.1,MIR3152,45.95
ENSG00000252960.1,RN7SKP258,44.08
ENSG00000236857.3,RAP1BP1,37.61
ENSG00000155875.15,SAXO1,42.63
ENSG00000155876.6,RRAGA,51.09
ENSG00000147874.11,HAUS6,39.6
ENSG00000251733.1,SCARNA8,47.33
ENSG00000252943.1,RNU6-264P,29.81
ENSG00000201118.1,Y_RNA,39.58
ENSG00000147872.10,PLIN2,44.99
ENSG00000137154.13,RPS6,40.65
ENSG00000234853.2,NDUFA5P3,44.86
ENSG00000177076.6,ACER2,43.41
ENSG00000231909.7,MAP1LC3BP1,49.07
ENSG00000232158.1,C11orf98P1,51.57
ENSG00000171843.17,MLLT3,37.12
ENSG00000263790.1,MIR4473,47.25
ENSG00000222202.1,RNU4-26P,42.99
ENSG00000264941.1,MIR4474,46.15
ENSG00000227071.1,FOCAD-AS1,58.34
ENSG00000207609.3,MIR491,51.19
ENSG00000202189.1,SNORA30B,53.49
ENSG00000188921.14,HACD4,36.72
ENSG00000230208.1,IFNNP1,40.69
ENSG00000171855.7,IFNB1,41.72
ENSG00000225027.2,IFNWP4,48.98
ENSG00000199635.1,Y_RNA,45.1
ENSG00000137080.4,IFNA21,39.36
ENSG00000232281.2,IFNWP15,53
ENSG00000226597.1,IFNWP9,52.28
ENSG00000214042.1,IFNA7,44.78
ENSG00000186803.3,IFNA10,41.12
ENSG00000223684.1,IFNWP18,53.47
ENSG00000147885.4,IFNA16,39.72
ENSG00000234829.4,IFNA17,40.31
ENSG00000232138.1,IFNWP5,52.38
ENSG00000228083.3,IFNA14,39.74
ENSG00000224416.2,IFNA22P,45.79
ENSG00000226393.1,IFNA20P,44.7
ENSG00000198642.7,KLHL9,39.39
ENSG00000188379.7,IFNA2,39.77
ENSG00000231195.1,IFNA11P,45.63
ENSG00000235108.1,IFNA12P,46.76
ENSG00000120242.4,IFNA8,40.88
ENSG00000237691.1,IFNWP2,51.9
ENSG00000197919.6,IFNA1,44.53
ENSG00000238271.2,IFNWP19,50.18
ENSG00000184995.7,IFNE,35.46
ENSG00000199177.1,MIR31,50.7
ENSG00000264379.1,SNORD39,48.68
ENSG00000227443.2,H3P30,53.57
ENSG00000229835.2,KHSRPP1,59.16
ENSG00000244230.3,RN7SL151P,54.42
ENSG00000099810.21,MTAP,40.07
ENSG00000229298.1,TUBB8P1,52.41
ENSG00000264801.1,ERVFRD-3,41.81
ENSG00000224854.3,CDKN2A-DT,45.69
ENSG00000147889.18,CDKN2A,41.19
ENSG00000240498.9,CDKN2B-AS1,38.84
ENSG00000147883.12,CDKN2B,41.04
ENSG00000215221.2,UBA52P6,52.62
ENSG00000176399.4,DMRTA1,37.6
ENSG00000234840.2,LINC01239,35.45
ENSG00000236739.3,CLIC4P1,39.44
ENSG00000227607.2,SUMO2P2,41.57
ENSG00000226626.2,NOP56P2,45.25
ENSG00000107105.15,ELAVL2,38.63
ENSG00000205442.13,IZUMO3,40.17
ENSG00000223088.1,RMRPP5,48.31
ENSG00000222693.1,RN7SKP120,48.09
ENSG00000236306.3,LINC01241,36.63
ENSG00000120159.13,CAAP1,37.23
ENSG00000232466.1,H3P31,48.66
ENSG00000240306.2,RN7SL100P,53.92
ENSG00000137055.15,PLAA,37.93
ENSG00000096872.17,IFT74,37.42
ENSG00000234676.1,IFT74-AS1,39.53
ENSG00000184434.8,LRRC19,34.75
ENSG00000120156.22,TEK,40.55
ENSG00000223162.1,RNA5SP280,54.78
ENSG00000120160.11,EQTN,37.22
ENSG00000120162.10,MOB3B,41.88
ENSG00000147894.17,C9orf72,36.96
ENSG00000215441.3,CTAGE12P,41.03
ENSG00000224955.1,KCTD10P1,38.08
ENSG00000215966.1,MIR876,37.04
ENSG00000215939.3,MIR873,46.75
ENSG00000230097.2,ME2P1,42.94
ENSG00000280683.1,LINC01242,34.85
ENSG00000232060.3,SLC4A1APP1,43.02
ENSG00000239792.2,CDRT15P5,57.93
ENSG00000215210.3,RBMXP2,48.12
ENSG00000235626.2,KRT18P66,55
ENSG00000226246.1,KRT18P36,56.82
ENSG00000233278.1,RPS26P2,52.87
ENSG00000214020.3,FTLP4,49.7
ENSG00000228557.1,HSPA8P17,36.45
ENSG00000232203.3,SLC25A6P2,61.23
ENSG00000260720.1,LINC01243,37.2
ENSG00000226998.1,MTATP6P30,33.89
ENSG00000229080.1,MTCO3P30,30.9
ENSG00000235148.2,HMGB3P23,42.22
ENSG00000252313.1,RNA5SP281,44.44
ENSG00000225347.1,SLC25A5P8,49.67
ENSG00000122729.19,ACO1,41.71
ENSG00000197579.8,TOPORS,42.02
ENSG00000165264.11,NDUFB6,41.42
ENSG00000232303.2,DFFBP1,56.69
ENSG00000122728.6,TAF1L,46.61
ENSG00000238001.2,SNRPCP1,50.22
ENSG00000188133.6,TMEM215,39.49
ENSG00000272113.2,Y_RNA,40
ENSG00000137074.20,APTX,42.02
ENSG00000223807.1,BOLA3P4,47.5
ENSG00000237437.1,ASS1P12,54.69
ENSG00000236184.1,TCEA1P4,41.59
ENSG00000225693.1,LAGE3P1,62.19
ENSG00000086061.16,DNAJA1,41.08
ENSG00000122692.9,SMU1,41.17
ENSG00000086062.13,B4GALT1,47.1
ENSG00000233554.6,B4GALT1-AS1,45.67
ENSG00000252224.1,RNU4ATAC15P,44.44
ENSG00000122711.9,SPINK4,48.28
ENSG00000107262.26,BAG1,46.54
ENSG00000086065.14,CHMP5,41.65
ENSG00000086102.19,NFX1,42.57
ENSG00000200544.1,Y_RNA,41.38
ENSG00000165269.13,AQP7,53.23
ENSG00000165272.16,AQP3,55.6
ENSG00000165271.17,NOL6,54.39
ENSG00000275651.1,MIR6851,59.7
ENSG00000226823.1,SUGT1P1,38.61
ENSG00000234373.1,SNX18P7,50.24
ENSG00000204982.3,PRSS3P4,54.32
ENSG00000231991.4,ANXA2P2,48.33
ENSG00000183938.5,TRBV21OR9-2,45.92
ENSG00000234122.1,TRBV22OR9-2,47.79
ENSG00000229063.2,TRBV23OR9-2,46.74
ENSG00000215206.5,TRBV24OR9-2,46.3
ENSG00000240215.4,TRBV25OR9-2,47.59
ENSG00000237984.3,PTENP1,41.99
ENSG00000281128.2,PTENP1-AS,38.51
ENSG00000231165.3,TRBV26OR9-2,44.37
ENSG00000010438.17,PRSS3,42.71
ENSG00000223394.2,TRBV29OR9-2,49.34
ENSG00000107341.5,UBE2R2,42.25
ENSG00000200834.1,Y_RNA,41.58
ENSG00000251748.1,RNU4ATAC11P,49.21
ENSG00000238300.1,SNORD121B,40.74
ENSG00000238886.1,SNORD121A,39.02
ENSG00000226801.2,OSTCP8,44.2
ENSG00000222259.1,RN7SKP114,54.12
ENSG00000198876.13,DCAF12,45.99
ENSG00000224802.2,TUBB4BP2,53.88
ENSG00000165006.14,UBAP1,42.8
ENSG00000227383.1,RPL35AP2,42.81
ENSG00000252164.1,RNA5SP282,47.22
ENSG00000222426.1,RNU2-50P,43.36
ENSG00000229207.1,SERPINH1P1,59.73
ENSG00000164978.18,NUDT2,46.38
ENSG00000164976.9,MYORG,53.92
ENSG00000207032.1,Y_RNA,42.2
ENSG00000164970.15,FAM219A,47.16
ENSG00000122735.16,DNAI1,47.92
ENSG00000251697.1,RN7SKP24,47.18
ENSG00000168913.7,ENHO,62.42
ENSG00000122756.15,CNTFR,56.26
ENSG00000237159.6,CNTFR-AS1,56.3
ENSG00000164967.10,RPP25L,58.74
ENSG00000137100.16,DCTN3,49.85
ENSG00000213930.12,GALT,50.16
ENSG00000213927.4,CCL27,51.45
ENSG00000172724.12,CCL19,55.24
ENSG00000137077.8,CCL21,59.1
ENSG00000205108.6,FAM205A,50
ENSG00000187791.13,FAM205C,47.2
ENSG00000178723.7,GLULP4,50.27
ENSG00000215199.3,YWHAZP6,43.09
ENSG00000122733.12,PHF24,47.82
ENSG00000281491.1,DNAJB5-DT,53.95
ENSG00000233148.2,SYF2P2,38.94
ENSG00000174038.13,C9orf131,50.82
ENSG00000241568.3,RN7SL338P,50.85
ENSG00000165283.16,STOML2,53.1
ENSG00000005238.20,FAM214B,54.68
ENSG00000244213.1,ZFAND6P1,41.16
ENSG00000198853.12,RUSC2,44.22
ENSG00000235619.1,RPL36AP33,43.87
ENSG00000227852.1,RPS29P17,52.41
ENSG00000107140.16,TESK1,59.33
ENSG00000263892.3,MIR4667,56.06
ENSG00000277027.1,RMRP,63.26
ENSG00000159884.12,CCDC107,52.82
ENSG00000137135.18,ARHGEF39,49.95
ENSG00000243136.3,RN7SL22P,53.16
ENSG00000198467.16,TPM2,54.9
ENSG00000137076.21,TLN1,51.07
ENSG00000284195.1,MIR6852,60.61
ENSG00000107175.12,CREB3,48.05
ENSG00000273945.1,MIR6853,54.05
ENSG00000070610.14,GBA2,50.7
ENSG00000107185.10,RGP1,52.56
ENSG00000215183.5,MSMP,51.74
ENSG00000137098.14,SPAG8,52.15
ENSG00000137133.11,HINT2,54.66
ENSG00000137103.20,TMEM8B,49.95
ENSG00000204930.10,FAM221B,48.38
ENSG00000236083.2,OR13E1P,55.72
ENSG00000233659.1,NDUFA5P4,39.22
ENSG00000196196.3,HRCT1,61.39
ENSG00000235387.5,SPAAR,44.44
ENSG00000225639.1,PGAM1P2,53.1
ENSG00000278889.4,OR2S2,52.82
ENSG00000213866.3,YBX1P10,56.41
ENSG00000179443.5,OR13C6P,53.47
ENSG00000243641.3,OR13C7,52.87
ENSG00000236110.1,OR2AM1P,52.13
ENSG00000122707.12,RECK,39.23
ENSG00000122694.16,GLIPR2,51.06
ENSG00000185972.6,CCIN,52.54
ENSG00000222760.1,RNU4-53P,43.57
ENSG00000215283.3,HMGB3P24,44.53
ENSG00000137075.18,RNF38,41.31
ENSG00000165304.8,MELK,41.98
ENSG00000266255.1,MIR4475,37.7
ENSG00000196092.14,PAX5,49.3
ENSG00000264922.1,MIR4540,52.73
ENSG00000265368.1,MIR4476,54.29
ENSG00000232920.1,LINC01400,39.04
ENSG00000147905.18,ZCCHC7,36.61
ENSG00000200502.1,Y_RNA,46.53
ENSG00000206784.1,Y_RNA,40.71
ENSG00000252723.2,RNU6-677P,36.63
ENSG00000224648.1,LINC01627,51.79
ENSG00000137106.18,GRHPR,53.09
ENSG00000236156.2,CHCHD4P3,52.2
ENSG00000168795.5,ZBTB5,44.27
ENSG00000187988.5,KCTD9P3,42.77
ENSG00000137054.16,POLR1E,46.26
ENSG00000147912.13,FBXO10,46.46
ENSG00000175768.13,TOMM5,40.9
ENSG00000233111.1,RAB1C,56.11
ENSG00000070601.10,FRMPD1,44.17
ENSG00000201287.1,RN7SKP171,51.49
ENSG00000165275.10,TRMT10B,42.56
ENSG00000107371.14,EXOSC3,40.9
ENSG00000122741.16,DCAF10,38.55
ENSG00000226055.2,PAICSP1,42.16
ENSG00000122696.14,SLC25A51,42.85
ENSG00000213839.4,TMX2P1,47.32
ENSG00000107338.10,SHB,51
ENSG00000251745.1,RNU7-124P,37.1
ENSG00000200026.1,U8,45.52
ENSG00000137124.8,ALDH1B1,51.33
ENSG00000137142.5,IGFBPL1,49.21
ENSG00000225254.2,ARMC8P1,38.25
ENSG00000215165.3,TCEA1P3,44.09
ENSG00000229511.1,GAS2L1P1,67.03
ENSG00000237487.1,VN1R48P,40.93
ENSG00000176007.10,FAM220BP,51.1
ENSG00000204860.5,FAM201A,50.72
ENSG00000237557.1,YWHABP1,51.58
ENSG00000252725.1,RNU6-765P,46.46
ENSG00000234680.1,VN2R3P,40.83
ENSG00000226625.1,RBM17P1,46.55
ENSG00000278825.1,RN7SL640P,53.26
ENSG00000204849.10,SPATA31A1,52.96
ENSG00000215112.6,FAM74A1,39.18
ENSG00000229707.1,SKP1P3,41.27
ENSG00000269692.1,FKBP4P2,53.98
ENSG00000273994.1,SDR42E1P1,38.57
ENSG00000234720.3,ATP5F1AP8,45.86
ENSG00000226108.2,RAB28P1,45.36
ENSG00000232239.2,RBPJP5,42.02
ENSG00000277774.1,RN7SL763P,48.94
ENSG00000252724.1,SNORA70,50.53
ENSG00000184961.5,RPL7AP49,49.05
ENSG00000230804.2,CDRT15P14,62.35
ENSG00000283246.1,MEP1AP1,42.97
ENSG00000212441.1,RNU6-1269P,35.51
ENSG00000231390.1,SNX18P8,49.77
ENSG00000227069.1,CNN2P2,58.2
ENSG00000232433.2,GXYLT1P3,42.25
ENSG00000278122.1,AQP7P5,52.29
ENSG00000276500.1,BMS1P14,38.26
ENSG00000225380.4,IGKV1OR9-2,48.74
ENSG00000278331.1,RNU6-156P,41.12
ENSG00000275377.1,MIR1299,50.6
ENSG00000276029.1,MIR4477A,41.98
ENSG00000277049.1,RNA5SP530,55.93
ENSG00000275450.1,PTGER4P2-CDK2AP2P2,39.17
ENSG00000278647.1,CDK2AP2P1,64.33
ENSG00000274680.1,MYO5BP1,49.56
ENSG00000276094.1,SNORA70,52.63
ENSG00000276562.1,RN7SL565P,48.59
ENSG00000275239.4,FAM242F,47.78
ENSG00000278028.1,Y_RNA,44.64
ENSG00000154529.15,CNTNAP3B,38.25
ENSG00000237207.2,RBM17P3,46.2
ENSG00000273717.1,RN7SL343P,53.26
ENSG00000185775.10,SPATA31A6,52.93
ENSG00000277260.1,FAM74A7,39.27
ENSG00000268234.1,FKBP4P6,53.53
ENSG00000277213.1,SDR42E1P2,38.25
ENSG00000234861.2,ATP5F1AP1,45.42
ENSG00000227353.1,RAB28P3,45.81
ENSG00000227924.2,RBPJP6,42.21
ENSG00000204816.5,FGF7P5,33.96
ENSG00000216829.6,FGF7P4,33.94
ENSG00000204818.4,ADGRF5P2,42.79
ENSG00000224537.1,MEP1AP4,42.69
ENSG00000238529.1,RNU6-599P,36.45
ENSG00000275144.1,SNX18P5,48.85
ENSG00000230635.2,CYP4F60P,54.08
ENSG00000213816.3,CNN2P4,58.3
ENSG00000276581.3,SPATA31A5,52.89
ENSG00000274516.2,FAM74A6,38.68
ENSG00000274583.1,FAM74A4,38.8
ENSG00000283378.1,CNTNAP3C,38.12
ENSG00000276522.1,RN7SL462P,53.26
ENSG00000231248.3,FAM242D,46.22
ENSG00000238933.1,Y_RNA,45.54
ENSG00000273940.1,RN7SL722P,48.59
ENSG00000231527.7,FAM27C,44.33
ENSG00000238749.1,Y_RNA,45.54
ENSG00000229697.2,FAM242E,46.65
ENSG00000252133.1,SNORA70,50.53
ENSG00000275230.1,RN7SL544P,48.94
ENSG00000232827.3,LINC01189,40.76
ENSG00000204801.7,FGF7P7,33.84
ENSG00000278213.1,CNTNAP3P5,38.67
ENSG00000234217.2,RBPJP7,42.02
ENSG00000236825.2,RAB28P2,45.27
ENSG00000241571.2,ATP5F1AP7,45.9
ENSG00000234276.1,SDR42E1P3,36.45
ENSG00000235256.1,FKBP4P7,54
ENSG00000238113.7,LINC01410,40.99
ENSG00000202474.1,RNA5SP283,58.82
ENSG00000184523.4,PTGER4P2,41.02
ENSG00000237451.3,CDK2AP2P2,63.49
ENSG00000234665.9,LERFS,38.28
ENSG00000238245.2,MYO5BP2,49.49
ENSG00000227582.2,ADGRF5P1,46.44
ENSG00000219693.3,FGF7P8,32.88
ENSG00000273509.1,CNTNAP3P1,38.65
ENSG00000198312.4,BMS1P9,39.95
ENSG00000176115.9,AQP7P4,52.25
ENSG00000186466.5,AQP7P1,52.41
ENSG00000268951.1,CDRT15P7,61.76
ENSG00000228656.1,MYO5BP3,49.26
